,-no-flag,-adce,-always-inline,-argpromotion,-break-crit-edges,-codegenprepare,-constmerge,-dce,-deadargelim,-dse,-function-attrs,-globaldce,-globalopt,-gvn,-indvars,-inline,-instcombine,-aggressive-instcombine,-ipsccp,-jump-threading,-lcssa,-licm,-loop-deletion,-loop-extract,-loop-extract-single,-loop-reduce,-loop-rotate,-loop-simplify,-loop-unroll,-loop-unroll-and-jam,-loweratomic,-lowerinvoke,-lowerswitch,-mem2reg,-memcpyopt,-mergefunc,-mergereturn,-partial-inliner,-reassociate,-reg2mem,-sroa,-sccp,-simplifycfg,-sink,-strip,-strip-dead-debug-info,-strip-dead-prototypes,-strip-debug-declare,-strip-nondebug,-tailcallelim
csmith_68,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15112,15128,15128,15128,15128,15128,15064,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128,15128
csmith_69,19688,19688,19672,19672,19656,19672,19672,19688,19672,19688,19672,19672,19672,19688,19688,19688,19672,19656,19240,19672,19688,19688,19672,19672,19656,19672,19672,19672,19672,19656,19672,19672,19672,19688,19672,19672,19672,19672,19672,19688,19688,19688,19672,19688,19688,19656,19656,19656,19672,19672
csmith_7,31144,31144,31144,31128,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31048,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144,31144
csmith_70,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,22968,23064,23064,23064,23064,23064,22616,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064,23064
csmith_71,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13368,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496,13496
csmith_72,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21496,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512,21512
csmith_73,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736
csmith_74,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19336,19352,19352,19352,19352,19352,19400,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352,19352
csmith_75,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36456,36472,36472,36472,36472,36472,36296,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472,36472
csmith_76,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38648,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856,38856
csmith_77,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16312,16328,16328,16328,16328,16328,16120,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328,16328
csmith_78,10664,10664,10648,10648,10696,10648,10648,10664,10648,10664,10648,10648,10648,10664,10664,10664,10648,10696,10664,10648,10664,10664,10648,10648,10696,10648,10648,10648,10648,10696,10648,10648,10648,10664,10648,10648,10648,10648,10648,10664,10664,10664,10648,10664,10664,10696,10696,10696,10648,10648
csmith_79,24768,24768,24768,24752,24768,24768,24768,24768,24768,24768,24768,24768,24712,24768,24768,24768,24768,24768,24688,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768,24768
csmith_8,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34296,34360,34360,34360,34360,34360,34216,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360,34360
csmith_80,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25832,25864,25864,25864,25864,25864,25640,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864,25864
csmith_81,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19144,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160,19160
csmith_82,22288,22288,22288,22272,22288,22288,22288,22288,22288,22288,22288,22288,22272,22288,22288,22288,22288,22288,22272,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288,22288
csmith_83,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736
csmith_84,29480,29480,29464,29464,29512,29464,29464,29480,29464,29480,29464,29464,29464,29480,29480,29480,29464,29512,29352,29464,29480,29480,29464,29464,29512,29464,29464,29464,29464,29512,29464,29464,29464,29480,29464,29464,29464,29464,29464,29480,29480,29480,29464,29480,29480,29512,29512,29512,29464,29464
csmith_85,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736
csmith_86,13704,13704,13704,13656,13704,13704,13704,13704,13640,13704,13704,13704,13704,13704,13704,13704,13704,13704,13672,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704,13704
csmith_87,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,39768,40152,40152,40152,40152,40152,39720,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152,40152
csmith_88,20200,20200,20184,20184,20168,20184,20184,20200,20184,20200,20184,20184,20184,20200,20200,20200,20184,20168,20136,20184,20200,20200,20184,20184,20168,20184,20184,20184,20184,20168,20184,20184,20184,20200,20184,20184,20184,20184,20184,20200,20200,20200,20184,20200,20200,20168,20168,20168,20184,20184
csmith_89,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736
csmith_9,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,19080,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888,18888
csmith_90,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16600,16632,16632,16632,16632,16632,16584,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632,16632
csmith_91,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18008,18024,18024,18024,18024,18024,17992,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024,18024
csmith_92,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736
csmith_93,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22616,22632,22632,22632,22632,22632,22552,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632,22632
csmith_94,22888,22888,22872,22872,22856,22872,22872,22888,22872,22888,22872,22872,22872,22888,22888,22888,22872,22856,22888,22872,22888,22888,22872,22872,22856,22872,22872,22872,22872,22856,22872,22872,22872,22888,22872,22872,22872,22872,22872,22888,22888,22888,22872,22888,22888,22856,22856,22856,22872,22872
csmith_95,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48360,48424,48424,48424,48424,48424,47816,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424,48424
csmith_96,18528,18528,18528,18448,18528,18528,18528,18528,18464,18528,18528,18528,18528,18528,18528,18528,18528,18528,18480,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528,18528
csmith_97,28072,28072,28120,28120,28104,28120,28120,28072,28120,28072,28120,28120,28056,28072,28072,28072,28120,28104,28008,28120,28072,28072,28120,28120,28104,28120,28120,28120,28120,28104,28120,28120,28120,28072,28120,28120,28120,28120,28120,28072,28072,28072,28120,28072,28072,28104,28104,28104,28120,28120
csmith_98,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736,7736
csmith_99,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,63800,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008,64008
